"ID;SoortMisdrijf;RegioS;Perioden;GeregistreerdeMisdrijven_1"
"2304105;3.4.2;NL01;2020MM02;"
"2304106;3.4.2;NL01;2020MM03;"
"2304107;3.4.2;NL01;2020MM04;6"
"2304108;3.4.2;NL01;2020MM05;12"
"2304109;3.4.2;NL01;2020MM06;19"
"2304110;3.4.2;NL01;2020MM07;8"
"2304111;3.4.2;NL01;2020MM08;40"
"2304112;3.4.2;NL01;2020MM09;14"
"2304113;3.4.2;NL01;2020MM10;1"
"2304114;3.4.2;NL01;2020MM11;2"
"2304115;3.4.2;NL01;2020MM12;2"
"2304117;3.4.2;NL01;2021MM01;1"
"2304118;3.4.2;NL01;2021MM02;4"
"2304119;3.4.2;NL01;2021MM03;7"
"2304120;3.4.2;NL01;2021MM04;8"
"2304121;3.4.2;NL01;2021MM05;12"
"2304122;3.4.2;NL01;2021MM06;30"
"2304123;3.4.2;NL01;2021MM07;31"
"2304124;3.4.2;NL01;2021MM08;19"
"2352084;3.5.2;NL01;2018MM07;2682"
"2352085;3.5.2;NL01;2018MM08;2264"
"2352086;3.5.2;NL01;2018MM09;2358"
"2352087;3.5.2;NL01;2018MM10;2409"
"2352088;3.5.2;NL01;2018MM11;2561"
"2352089;3.5.2;NL01;2018MM12;2766"
"2352091;3.5.2;NL01;2019MM01;2460"
"2352092;3.5.2;NL01;2019MM02;2640"
"2352093;3.5.2;NL01;2019MM03;3084"
"2352094;3.5.2;NL01;2019MM04;2766"
"2352095;3.5.2;NL01;2019MM05;2555"
"2352096;3.5.2;NL01;2019MM06;2881"
"2352097;3.5.2;NL01;2019MM07;2792"
"2352098;3.5.2;NL01;2019MM08;2791"
"2352099;3.5.2;NL01;2019MM09;2598"
"2352100;3.5.2;NL01;2019MM10;2571"
"2352101;3.5.2;NL01;2019MM11;2738"
"2352102;3.5.2;NL01;2019MM12;2673"
"2352104;3.5.2;NL01;2020MM01;2732"
"2352105;3.5.2;NL01;2020MM02;2696"
"2352106;3.5.2;NL01;2020MM03;2134"
"2352107;3.5.2;NL01;2020MM04;1690"
"2352108;3.5.2;NL01;2020MM05;2217"
"2352109;3.5.2;NL01;2020MM06;2621"
"2352110;3.5.2;NL01;2020MM07;2877"
"2352111;3.5.2;NL01;2020MM08;2851"
"2352112;3.5.2;NL01;2020MM09;2597"
"2352113;3.5.2;NL01;2020MM10;2417"
"2352114;3.5.2;NL01;2020MM11;2215"
"2352115;3.5.2;NL01;2020MM12;2227"
"2352117;3.5.2;NL01;2021MM01;2085"
"2352118;3.5.2;NL01;2021MM02;1746"
"2352119;3.5.2;NL01;2021MM03;2207"
"2352120;3.5.2;NL01;2021MM04;2329"
"2352121;3.5.2;NL01;2021MM05;2711"
"2352122;3.5.2;NL01;2021MM06;2889"
"2352123;3.5.2;NL01;2021MM07;2939"
"2352124;3.5.2;NL01;2021MM08;3068"
"2400084;3.5.5;NL01;2018MM07;530"
"2400085;3.5.5;NL01;2018MM08;427"
"2400086;3.5.5;NL01;2018MM09;448"
"2400087;3.5.5;NL01;2018MM10;548"
"2400088;3.5.5;NL01;2018MM11;512"
"2400089;3.5.5;NL01;2018MM12;460"
"2400091;3.5.5;NL01;2019MM01;538"
"2400092;3.5.5;NL01;2019MM02;556"
"2400093;3.5.5;NL01;2019MM03;596"
"2400094;3.5.5;NL01;2019MM04;541"
"2400095;3.5.5;NL01;2019MM05;584"
"2400096;3.5.5;NL01;2019MM06;550"
"2400097;3.5.5;NL01;2019MM07;594"
"2400098;3.5.5;NL01;2019MM08;597"
"2400099;3.5.5;NL01;2019MM09;554"
"2400100;3.5.5;NL01;2019MM10;507"
"2400101;3.5.5;NL01;2019MM11;535"
"2400102;3.5.5;NL01;2019MM12;515"
"2400104;3.5.5;NL01;2020MM01;670"
"2400105;3.5.5;NL01;2020MM02;601"
"2400106;3.5.5;NL01;2020MM03;684"
"2400107;3.5.5;NL01;2020MM04;743"
"2400108;3.5.5;NL01;2020MM05;879"
"2400109;3.5.5;NL01;2020MM06;753"
"2400110;3.5.5;NL01;2020MM07;753"
"2400111;3.5.5;NL01;2020MM08;725"
"2400112;3.5.5;NL01;2020MM09;684"
"2400113;3.5.5;NL01;2020MM10;766"
"2400114;3.5.5;NL01;2020MM11;791"
"2400115;3.5.5;NL01;2020MM12;692"
"2400117;3.5.5;NL01;2021MM01;777"
"2400118;3.5.5;NL01;2021MM02;669"
"2400119;3.5.5;NL01;2021MM03;750"
"2400120;3.5.5;NL01;2021MM04;735"
"2400121;3.5.5;NL01;2021MM05;693"
"2400122;3.5.5;NL01;2021MM06;828"
"2400123;3.5.5;NL01;2021MM07;846"
"2400124;3.5.5;NL01;2021MM08;830"
"2448084;3.6.4;NL01;2018MM07;552"
"2448085;3.6.4;NL01;2018MM08;554"
"2448086;3.6.4;NL01;2018MM09;505"
"2448087;3.6.4;NL01;2018MM10;543"
"2448088;3.6.4;NL01;2018MM11;481"
"2448089;3.6.4;NL01;2018MM12;507"
"2448091;3.6.4;NL01;2019MM01;503"
"2448092;3.6.4;NL01;2019MM02;483"
"2448093;3.6.4;NL01;2019MM03;616"
"2448094;3.6.4;NL01;2019MM04;599"
"2448095;3.6.4;NL01;2019MM05;597"
"2448096;3.6.4;NL01;2019MM06;605"
"2448097;3.6.4;NL01;2019MM07;637"
"2448098;3.6.4;NL01;2019MM08;630"
"2448099;3.6.4;NL01;2019MM09;536"
"2448100;3.6.4;NL01;2019MM10;675"
"2448101;3.6.4;NL01;2019MM11;536"
"2448102;3.6.4;NL01;2019MM12;584"
"2448104;3.6.4;NL01;2020MM01;610"
"2448105;3.6.4;NL01;2020MM02;569"
"2448106;3.6.4;NL01;2020MM03;427"
"2448107;3.6.4;NL01;2020MM04;518"
"2448108;3.6.4;NL01;2020MM05;505"
"2448109;3.6.4;NL01;2020MM06;627"
"2448110;3.6.4;NL01;2020MM07;593"
"2448111;3.6.4;NL01;2020MM08;665"
"2448112;3.6.4;NL01;2020MM09;521"
"2448113;3.6.4;NL01;2020MM10;565"
"2448114;3.6.4;NL01;2020MM11;497"
"2448115;3.6.4;NL01;2020MM12;452"
"2448117;3.6.4;NL01;2021MM01;863"
"2448118;3.6.4;NL01;2021MM02;429"
"2448119;3.6.4;NL01;2021MM03;937"
"2448120;3.6.4;NL01;2021MM04;736"
"2448121;3.6.4;NL01;2021MM05;557"
"2448122;3.6.4;NL01;2021MM06;562"
"2448123;3.6.4;NL01;2021MM07;575"
"2448124;3.6.4;NL01;2021MM08;591"
"2496084;3.7.1;NL01;2018MM07;33"
"2496085;3.7.1;NL01;2018MM08;30"
"2496086;3.7.1;NL01;2018MM09;31"
"2496087;3.7.1;NL01;2018MM10;29"
"2496088;3.7.1;NL01;2018MM11;21"
"2496089;3.7.1;NL01;2018MM12;25"
"2496091;3.7.1;NL01;2019MM01;71"
"2496092;3.7.1;NL01;2019MM02;46"
"2496093;3.7.1;NL01;2019MM03;45"
"2496094;3.7.1;NL01;2019MM04;31"
"2496095;3.7.1;NL01;2019MM05;34"
"2496096;3.7.1;NL01;2019MM06;25"
"2496097;3.7.1;NL01;2019MM07;33"
"2496098;3.7.1;NL01;2019MM08;45"
"2496099;3.7.1;NL01;2019MM09;34"
"2496100;3.7.1;NL01;2019MM10;36"
"2496101;3.7.1;NL01;2019MM11;33"
"2496102;3.7.1;NL01;2019MM12;29"
"2496104;3.7.1;NL01;2020MM01;21"
"2496105;3.7.1;NL01;2020MM02;47"
"2496106;3.7.1;NL01;2020MM03;29"
"2496107;3.7.1;NL01;2020MM04;25"
"2496108;3.7.1;NL01;2020MM05;37"
"2496109;3.7.1;NL01;2020MM06;64"
"2496110;3.7.1;NL01;2020MM07;53"
"2496111;3.7.1;NL01;2020MM08;45"
"2496112;3.7.1;NL01;2020MM09;47"
"2496113;3.7.1;NL01;2020MM10;39"
"2496114;3.7.1;NL01;2020MM11;50"
"2496115;3.7.1;NL01;2020MM12;26"
"2496117;3.7.1;NL01;2021MM01;30"
"2496118;3.7.1;NL01;2021MM02;43"
"2496119;3.7.1;NL01;2021MM03;35"
"2496120;3.7.1;NL01;2021MM04;37"
"2496121;3.7.1;NL01;2021MM05;43"
"2496122;3.7.1;NL01;2021MM06;42"
"2496123;3.7.1;NL01;2021MM07;37"
"2496124;3.7.1;NL01;2021MM08;26"
"2544084;3.7.2;NL01;2018MM07;23"
"2544085;3.7.2;NL01;2018MM08;21"
"2544086;3.7.2;NL01;2018MM09;9"
"2544087;3.7.2;NL01;2018MM10;19"
"2544088;3.7.2;NL01;2018MM11;7"
"2544089;3.7.2;NL01;2018MM12;9"
"2544091;3.7.2;NL01;2019MM01;5"
"2544092;3.7.2;NL01;2019MM02;9"
"2544093;3.7.2;NL01;2019MM03;14"
"2544094;3.7.2;NL01;2019MM04;10"
"2544095;3.7.2;NL01;2019MM05;12"
"2544096;3.7.2;NL01;2019MM06;8"
"2544097;3.7.2;NL01;2019MM07;6"
"2544098;3.7.2;NL01;2019MM08;9"
"2544099;3.7.2;NL01;2019MM09;7"
"2544100;3.7.2;NL01;2019MM10;5"
"2544101;3.7.2;NL01;2019MM11;3"
"2544102;3.7.2;NL01;2019MM12;9"
"2544104;3.7.2;NL01;2020MM01;6"
"2544105;3.7.2;NL01;2020MM02;8"
"2544106;3.7.2;NL01;2020MM03;5"
"2544107;3.7.2;NL01;2020MM04;6"
"2544108;3.7.2;NL01;2020MM05;6"
"2544109;3.7.2;NL01;2020MM06;1"
"2544110;3.7.2;NL01;2020MM07;4"
"2544111;3.7.2;NL01;2020MM08;4"
"2544112;3.7.2;NL01;2020MM09;8"
"2544113;3.7.2;NL01;2020MM10;6"
"2544114;3.7.2;NL01;2020MM11;9"
"2544115;3.7.2;NL01;2020MM12;6"
"2544117;3.7.2;NL01;2021MM01;6"
"2544118;3.7.2;NL01;2021MM02;12"
"2544119;3.7.2;NL01;2021MM03;28"
"2544120;3.7.2;NL01;2021MM04;20"
"2544121;3.7.2;NL01;2021MM05;12"
"2544122;3.7.2;NL01;2021MM06;13"
"2544123;3.7.2;NL01;2021MM07;12"
"2544124;3.7.2;NL01;2021MM08;17"
"2592084;3.7.3;NL01;2018MM07;1029"
"2592085;3.7.3;NL01;2018MM08;1002"
"2592086;3.7.3;NL01;2018MM09;937"
"2592087;3.7.3;NL01;2018MM10;940"
"2592088;3.7.3;NL01;2018MM11;915"
"2592089;3.7.3;NL01;2018MM12;890"
"2592091;3.7.3;NL01;2019MM01;879"
"2592092;3.7.3;NL01;2019MM02;880"
"2592093;3.7.3;NL01;2019MM03;1006"
"2592094;3.7.3;NL01;2019MM04;983"
"2592095;3.7.3;NL01;2019MM05;1027"
"2592096;3.7.3;NL01;2019MM06;980"
"2592097;3.7.3;NL01;2019MM07;970"
"2592098;3.7.3;NL01;2019MM08;899"
"2592099;3.7.3;NL01;2019MM09;829"
"2592100;3.7.3;NL01;2019MM10;936"
"2592101;3.7.3;NL01;2019MM11;941"
"2592102;3.7.3;NL01;2019MM12;885"
"2592104;3.7.3;NL01;2020MM01;926"
"2592105;3.7.3;NL01;2020MM02;956"
"2592106;3.7.3;NL01;2020MM03;815"
"2592107;3.7.3;NL01;2020MM04;1011"
"2592108;3.7.3;NL01;2020MM05;1070"
"2592109;3.7.3;NL01;2020MM06;1168"
"2592110;3.7.3;NL01;2020MM07;1105"
"2592111;3.7.3;NL01;2020MM08;1100"
"2592112;3.7.3;NL01;2020MM09;1009"
"2592113;3.7.3;NL01;2020MM10;1043"
"2592114;3.7.3;NL01;2020MM11;931"
"2592115;3.7.3;NL01;2020MM12;926"
"2592117;3.7.3;NL01;2021MM01;"
"2592118;3.7.3;NL01;2021MM02;"
"2592119;3.7.3;NL01;2021MM03;"
"2592120;3.7.3;NL01;2021MM04;"
"2592121;3.7.3;NL01;2021MM05;"
"2592122;3.7.3;NL01;2021MM06;"
"2592123;3.7.3;NL01;2021MM07;"
"2592124;3.7.3;NL01;2021MM08;"
"2640084;3.7.4;NL01;2018MM07;210"
"2640085;3.7.4;NL01;2018MM08;246"
"2640086;3.7.4;NL01;2018MM09;241"
"2640087;3.7.4;NL01;2018MM10;330"
"2640088;3.7.4;NL01;2018MM11;296"
"2640089;3.7.4;NL01;2018MM12;252"
"2640091;3.7.4;NL01;2019MM01;332"
"2640092;3.7.4;NL01;2019MM02;320"
"2640093;3.7.4;NL01;2019MM03;319"
"2640094;3.7.4;NL01;2019MM04;318"
"2640095;3.7.4;NL01;2019MM05;388"
"2640096;3.7.4;NL01;2019MM06;379"
"2640097;3.7.4;NL01;2019MM07;465"
"2640098;3.7.4;NL01;2019MM08;414"
"2640099;3.7.4;NL01;2019MM09;395"
"2640100;3.7.4;NL01;2019MM10;497"
"2640101;3.7.4;NL01;2019MM11;480"
"2640102;3.7.4;NL01;2019MM12;408"
"2640104;3.7.4;NL01;2020MM01;564"
"2640105;3.7.4;NL01;2020MM02;688"
"2640106;3.7.4;NL01;2020MM03;704"
"2640107;3.7.4;NL01;2020MM04;876"
"2640108;3.7.4;NL01;2020MM05;1888"
"2640109;3.7.4;NL01;2020MM06;848"
"2640110;3.7.4;NL01;2020MM07;804"
"2640111;3.7.4;NL01;2020MM08;656"
"2640112;3.7.4;NL01;2020MM09;835"
"2640113;3.7.4;NL01;2020MM10;979"
"2640114;3.7.4;NL01;2020MM11;947"
"2640115;3.7.4;NL01;2020MM12;981"
"2640117;3.7.4;NL01;2021MM01;1052"
"2640118;3.7.4;NL01;2021MM02;1340"
"2640119;3.7.4;NL01;2021MM03;1419"
"2640120;3.7.4;NL01;2021MM04;1209"
"2640121;3.7.4;NL01;2021MM05;1081"
"2640122;3.7.4;NL01;2021MM06;1217"
"2640123;3.7.4;NL01;2021MM07;1157"
"2640124;3.7.4;NL01;2021MM08;1086"
"2688084;3.9.1;NL01;2018MM07;5176"
"2688085;3.9.1;NL01;2018MM08;6020"
"2688086;3.9.1;NL01;2018MM09;5767"
"2688087;3.9.1;NL01;2018MM10;5840"
"2688088;3.9.1;NL01;2018MM11;6325"
"2688089;3.9.1;NL01;2018MM12;4818"
"2688091;3.9.1;NL01;2019MM01;6724"
"2688092;3.9.1;NL01;2019MM02;5972"
"2688093;3.9.1;NL01;2019MM03;6449"
"2688094;3.9.1;NL01;2019MM04;5842"
"2688095;3.9.1;NL01;2019MM05;5520"
"2688096;3.9.1;NL01;2019MM06;7788"
"2688097;3.9.1;NL01;2019MM07;7688"
"2688098;3.9.1;NL01;2019MM08;6514"
"2688099;3.9.1;NL01;2019MM09;7809"
"2688100;3.9.1;NL01;2019MM10;9164"
"2688101;3.9.1;NL01;2019MM11;7224"
"2688102;3.9.1;NL01;2019MM12;7883"
"2688104;3.9.1;NL01;2020MM01;9385"
"2688105;3.9.1;NL01;2020MM02;7482"
"2688106;3.9.1;NL01;2020MM03;8639"
"2688107;3.9.1;NL01;2020MM04;9949"
"2688108;3.9.1;NL01;2020MM05;11656"
"2688109;3.9.1;NL01;2020MM06;12073"
"2688110;3.9.1;NL01;2020MM07;11171"
"2688111;3.9.1;NL01;2020MM08;9573"
"2688112;3.9.1;NL01;2020MM09;10383"
"2688113;3.9.1;NL01;2020MM10;11932"
"2688114;3.9.1;NL01;2020MM11;10543"
"2688115;3.9.1;NL01;2020MM12;12751"
"2688117;3.9.1;NL01;2021MM01;9874"
"2688118;3.9.1;NL01;2021MM02;11287"
"2688119;3.9.1;NL01;2021MM03;15302"
"2688120;3.9.1;NL01;2021MM04;10273"
"2688121;3.9.1;NL01;2021MM05;9551"
"2688122;3.9.1;NL01;2021MM06;9530"
"2688123;3.9.1;NL01;2021MM07;9341"
"2688124;3.9.1;NL01;2021MM08;9049"
"2736084;3.9.2;NL01;2018MM07;35"
"2736085;3.9.2;NL01;2018MM08;35"
"2736086;3.9.2;NL01;2018MM09;27"
"2736087;3.9.2;NL01;2018MM10;43"
"2736088;3.9.2;NL01;2018MM11;40"
"2736089;3.9.2;NL01;2018MM12;28"
"2736091;3.9.2;NL01;2019MM01;64"
"2736092;3.9.2;NL01;2019MM02;31"
"2736093;3.9.2;NL01;2019MM03;37"
"2736094;3.9.2;NL01;2019MM04;38"
"2736095;3.9.2;NL01;2019MM05;32"
"2736096;3.9.2;NL01;2019MM06;31"
"2736097;3.9.2;NL01;2019MM07;60"
"2736098;3.9.2;NL01;2019MM08;42"
"2736099;3.9.2;NL01;2019MM09;54"
"2736100;3.9.2;NL01;2019MM10;43"
"2736101;3.9.2;NL01;2019MM11;35"
"2736102;3.9.2;NL01;2019MM12;34"
"2736104;3.9.2;NL01;2020MM01;41"
"2736105;3.9.2;NL01;2020MM02;39"
"2736106;3.9.2;NL01;2020MM03;42"
"2736107;3.9.2;NL01;2020MM04;30"
"2736108;3.9.2;NL01;2020MM05;19"
"2736109;3.9.2;NL01;2020MM06;28"
"2736110;3.9.2;NL01;2020MM07;41"
"2736111;3.9.2;NL01;2020MM08;34"
"2736112;3.9.2;NL01;2020MM09;44"
"2736113;3.9.2;NL01;2020MM10;41"
"2736114;3.9.2;NL01;2020MM11;35"
"2736115;3.9.2;NL01;2020MM12;20"
"2736117;3.9.2;NL01;2021MM01;24"
"2736118;3.9.2;NL01;2021MM02;31"
"2736119;3.9.2;NL01;2021MM03;53"
"2736120;3.9.2;NL01;2021MM04;27"
"2736121;3.9.2;NL01;2021MM05;28"
"2736122;3.9.2;NL01;2021MM06;32"
"2736123;3.9.2;NL01;2021MM07;25"
"2736124;3.9.2;NL01;2021MM08;35"
"2784084;3.9.3;NL01;2018MM07;147"
"2784085;3.9.3;NL01;2018MM08;156"
"2784086;3.9.3;NL01;2018MM09;107"
"2784087;3.9.3;NL01;2018MM10;156"
"2784088;3.9.3;NL01;2018MM11;181"
"2784089;3.9.3;NL01;2018MM12;187"
"2784091;3.9.3;NL01;2019MM01;207"
"2784092;3.9.3;NL01;2019MM02;164"
"2784093;3.9.3;NL01;2019MM03;103"
"2784094;3.9.3;NL01;2019MM04;132"
"2784095;3.9.3;NL01;2019MM05;128"
"2784096;3.9.3;NL01;2019MM06;126"
"2784097;3.9.3;NL01;2019MM07;150"
"2784098;3.9.3;NL01;2019MM08;127"
"2784099;3.9.3;NL01;2019MM09;129"
"2784100;3.9.3;NL01;2019MM10;187"
"2784101;3.9.3;NL01;2019MM11;215"
"2784102;3.9.3;NL01;2019MM12;251"
"2784104;3.9.3;NL01;2020MM01;238"
"2784105;3.9.3;NL01;2020MM02;240"
"2784106;3.9.3;NL01;2020MM03;130"
"2784107;3.9.3;NL01;2020MM04;84"
"2784108;3.9.3;NL01;2020MM05;93"
"2784109;3.9.3;NL01;2020MM06;67"
"2784110;3.9.3;NL01;2020MM07;70"
"2784111;3.9.3;NL01;2020MM08;77"
"2784112;3.9.3;NL01;2020MM09;80"
"2784113;3.9.3;NL01;2020MM10;121"
"2784114;3.9.3;NL01;2020MM11;111"
"2784115;3.9.3;NL01;2020MM12;136"
"2784117;3.9.3;NL01;2021MM01;104"
"2784118;3.9.3;NL01;2021MM02;103"
"2784119;3.9.3;NL01;2021MM03;105"
"2784120;3.9.3;NL01;2021MM04;90"
"2784121;3.9.3;NL01;2021MM05;80"
"2784122;3.9.3;NL01;2021MM06;81"
"2784123;3.9.3;NL01;2021MM07;87"
"2784124;3.9.3;NL01;2021MM08;63"
